text,amount,category,payment_method,payment_provider,bank_account,text_source
Recharged Steam for 1695 on bhim,1695,entertainment,upi,bhim,,english
"Bhai, Ajio se 8864.35 ka saman liya cash diya",8864.35,shopping,cash,,,hinglish
lab test ke paise 14144 AmazonPay se deduct hue,14144,healthcare,upi,amazonpay,,hinglish
3378.38 transferred for broadband using debit card,3378.38,utilities,card,,,ocr_receipt
45647.70 ki FD ki purchase Amazon Pay se,45647.70,investment,upi,amazonpay,,hinglish
Doctor's fee 21732 paid by credit card,21732,healthcare,card,,,ocr_receipt
Paid 40872 for stocks from IDFC via gpay,None,investment,upi,gpay,idfc,ocr_receipt
Tuition ke 33011 de diye yaar,33011,education,unknown,,,hinglish
Chai-samosa ke liye Zepto mein 702 spend kiye cash pe,702,food,cash,,,hinglish
Booked Coursera course for 49027 with paytm,49027,education,upi,paytm,,english
index fund ke liye 42296 ka SIP BHIM se diya,42296,investment,upi,bhim,,hinglish
Ola for 7667.40 on Visa,7667.40,travel,card,,,ocr_receipt
"Books ke liye 56200.79 ka kharcha, bhim se",56200.79,education,UPI,bhim,,hinglish
Direct gpay se JioMart ko 343 transfer kiya khane ka,343,food,upi,gpay,,hinglish
8652.67 transferred for PPF via gpay.,8652.67,investment,UPI,gpay,,english
"7936.39 repaid to Priya for the book, used Amazon Pay",7936.39,friends,upi,amazonpay,,english
Pizza from food court for 66.70 on Amazon Pay,66.70,food,upi,amazonpay,,english
Monthly BookMyShow subscription 630.13 by cash,630.13,entertainment,Cash,,,english
"For sister's treat, paid 9727.26 by cash from State Bank",9727.26,friends,cash,,sbi,english
45245 invested in PPF today.,45245,investment,unknown,,,english
aaj tuition ko 34023 bheja AmazonPay ke through,34023,education,upi,amazonpay,,voice
car loan EMI ka 30293 transfer cash se ho gaya,30293,emi,cash,,,voice
Zepto bill paid 70 via Mastercard,70,food,card,,,english
1575 Spotify subscription auto-debit ho gaya via GPay,1575,entertainment,upi,gpay,,hinglish
BigBasket food delivery 2221.87 on bhim,2221.87,investment,upi,bhim,,english
"1112 to Apollo Pharmacy for medicine, paid with cash.",1112,healthcare,cash,,,english
  cafe 50 wala order debit card se kiya ,50,food,card,,,english
doctor consultation fee 10341 Paytm pe.,10341,healthcare,upi,paytm,,english
"Split the hotel cost with brother, my part 8964 Paytm",8964,friends,upi,paytm,,english
Paid 23214 for electronics store shopping with card,23214,shopping,card,,,ocr_receipt
35958 deducted for books subscription on gpay.,35958,education,upi,gpay,,ocr_upi
   KFC order for 1188 using BHIM   ,1188,food,upi,bhim,,english
SonyLIV ka monthly charge 1406 dedo Niyo card se,1406,entertainment,card,,niyo,hinglish
Spotify ke liye 1659 cash se,1659,entertainment,cash,,,ocr_upi
mobile recharge ke liye 1729 paytm kara,1729,utilities,upi,paytm,,voice
  Bus ticket on Air India for 2644.67.  ,2644.67,travel,unknown,,,english
"Zomato se biryani mangwai, 1903 pay kiya Bandhan Bank card se",1903,food,card,,bandhan,hinglish
gold ke liye 1294 ka kharcha BHIM se kiya,1294,investment,upi,bhim,,hinglish
None,5972,emi,Card,,,ocr_upi
recurring deposit ke liye 44316 ka kharcha card se kiya,44316,investment,card,,,hinglish
Recharged DTH recharge for 97 with Mastercard,97,utilities,card,,,english
Croma order 6129 paid by cash,6129,shopping,cash,,,ocr_receipt
Had to pay Netmeds 5360 using card from .,5360,healthcare,card,,,english
40530.07 books ka payment kar diya phonepe pe,40530.07,education,upi,phonepe,,hinglish
"Quick bite from mess, cost 553, used Mastercard",553,food,card,,,hinglish
  Paid 8729 at Indian Oil via debit card ,8729,travel,Card,,,ocr_receipt
maine Flipkart pe 16342.66 spend kiye gpay ke through,16342.66,shopping,upi,gpay,,voice
index fund ke liye 4817 ka payment Phone Pe kiya,NA,investment,upi,phonepe,,voice
eye clinic ke paise 17488 BHIM se deduct hue,17488,healthcare,upi,,,hinglish
  Bought stuff from Myntra for 7381 using cash ,7381,shopping,cash,,,english
"Flipkart order paid, 19268 deducted via Mobikwik",19268,shopping,upi,mobikwik,,hinglish
2762 ki car loan EMI bhari Kotak ke through,2762,emi,unknown,,kotak,hinglish
Booked Indian Oil ticket for 4845 via AmazonPay,4845,travel,Upi,amazonpay,,ocr_upi
cash se books ko 54114,54114,education,cash,,,english
Monthly car loan EMI of 19959 paid via Mastercard,19959,emi,card,,,hinglish
school fees ke liye 35687 ka payment Google Pay se kiya.,35687,education,upi,gpay,,ocr_upi
  3911 Groww mein daale via Mobikwik  ,3911,investment,upi,mobikwik,,hinglish
Spotify ka monthly charge 1079.04 dedo Axis Bank card se,1079.04,entertainment,card,,axis,hinglish
Paid 28535.61 for sovereign gold bond from Axis via AmazonPay,28535.61,investment,upi,nan,axis,ocr_receipt
Book purchase for stationery 42013 cash,42013,education,cash,,,ocr_receipt
null,2945.57,utilities,upi,phonepe,,hinglish
"Ufff, H&M ne kat liya 24018, phonepe se payment",24018,shopping,upi,phonepe,,hinglish
upGrad course fee 27533 transferred via MobiKwik,27533,education,upi,mobikwik,,voice
Payment to Subway for 951 using BHIM,951,food,upi,,,ocr_upi
Priya ko 3034 udhaar diya Mobikwik se,3034,friends,upi,mobikwik,,hinglish
Zomato Gold pe movie dekhne ka 791 spend kiya,791,entertainment,unknown,,,hinglish
metro par 14655 spend via cash from State Bank,14655,travel,cash,,sbi,ocr_upi
20960 personal loan EMI ke liye Kotak Mahindra se pay kiya,20960,emi,unknown,,kotak,hinglish
Paid 2800 to Spotify via Mobikwik,2800,entertainment,upi,mobikwik,,ocr_receipt
broadband payment 3954 gpay,3954,utilities,upi,gpay,,english
Charged 12940 to Bewakoof from account using GPay,12940,shopping,upi,gpay,,english
"Zomato bill paid, 272 via CRED",272,food,upi,cred,,ocr_upi
"gas bill ke liye cash diya 3605 ki, baad me cred se adjust karunga",3605,utilities,upi,cred,,hinglish
IndiGo fare 12954 debited by Google Pay,12954,travel,UPI,gpay,,ocr_upi
Cab fare 13734 to Indian Oil.,13734,travel,unknown,,,english
Deducted 2365 for Rapido booking.,2365,travel,unknown,,,english
FD purchase of 5859 via Visa,5859,investment,card,,,ocr_receipt
Spent 55316 on fees course materials,55316,education,unknown,,,ocr_receipt
  petrol pump booking amount 8479 with RBL Bank Paytm ,8479,travel,upi,paytm,rbl,ocr_receipt
Jio recharge recharge of 4837 with card,0.01,utilities,card,,,english
Auto debit for education loan EMI of 32431 from Fi,32431,emi,card,,fi,english
"Ufff, Bewakoof ne kat liya 15770, cred se payment",15770,shopping,upi,cred,,hinglish
Amazon shopping ke liye 15229 ka payment debit card se,15229,education,card,,,hinglish
2356 eye clinic pe kharch hua GPay se,2356,healthcare,upi,gpay,,hinglish
JioCinema pe movie dekhne ka 2312 spend kiya,2312,entertainment,unknown,,,hinglish
Paid broadband for 1569 using credit card from ICICI Bank,1569,utilities,card,,icici,english
mutual fund SIP pe 42000 lagaya yaar,42000,investment,unknown,,,hinglish
flatmate ko 8070.52 ka UPI payment cash se kiya.,8070.52,friends,cash,,,ocr_upi
mutual fund SIP ke liye 12955 ka kharcha BHIM se kiya,12955,investment,upi,bhim,,hinglish
512 rs Zomato ko diya phonepe se,512,food,upi,phonepe,,voice
  Netmeds ka bill 14917.15 cash pe clear kiya ,14917.15,healthcare,cash,,,hinglish
For checkup at eye clinic 15858 rupees cash se.,15858,healthcare,cash,,,english
"Drove together, flatmate ne petrol ka 7030 diya",7030,friends,unknown,,,hinglish
fees coaching ka advance 47144 dedo,47144,education,unknown,,,hinglish
paid 8357.19 for RedBus via bhim upi,--,travel,upi,bhim,,voice
"Quick bite from dhaba, cost 2279.97, used Phone Pe",2279.97,food,upi,NA,,hinglish
card use karke personal loan EMI ka 20792 dedo,20792,emi,card,,,hinglish
Coursera coaching ka advance 56632 dedo,56632,education,unknown,,,hinglish
Apollo Pharmacy ke liye 21948.13 pay kiya cash se,21948.13,healthcare,cash,,,hinglish
24416 transferred for coaching course fee,24416,education,unknown,,,english
"Neha me 373 udhaar diya, bhim se",373,friends,upi,bhim,,english
Neha ke saath dinner ka hissa 1672 credit card kiya,1672,friends,card,,,hinglish
Airtel recharge ka bill pay kiya 2163.73 cash se,2163.73,utilities,cash,,,hinglish
EMI payment of 38952.26 done with Phone Pe,38952.26,emi,upi,phonepe,,english
"Bhai, personal loan EMI ka 39367.78 de diya cash se",39367.78,emi,cash,,,hinglish
"Paid home loan EMI, amount 22927 via card",22927,emi,card,,,ocr_upi
Netmeds ka bill 16599 card pe clear kiya,16599,healthcare,card,,,hinglish
   coaching course ke liye 19283 PhonePe kiya  ,19283,education,upi,phonepe,,voice
main 13057 doctor ko cash se de diya,13057,healthcare,cash,,,voice
Chai-samosa ke liye dhaba mein 1953 spend kiye cash pe,1953,food,cash,,,hinglish
doctor ke paise 1566.40 BHIM se deduct hue,1566.40,healthcare,Upi,bhim,,hinglish
Reliance Digital 14306 done through AmazonPay,14306,shopping,upi,amazonpay,,english
gold SIP auto-debit 9573.60 ho gaya,9573.60,investment,card,,,hinglish
DTH recharge recharge for 4737.26 using card from Federal Bank,-4737.26,utilities,card,,federal bank,ocr_upi
Zomato Gold ke liye 1261 cash se,1261,entertainment,cash,,,ocr_upi
electricity bill bill paid 2649 using Slice card,2649,utilities,card,,slice,voice
Netflix ke liye 1657 ka payment BHIM se kiya,1657,entertainment,upi,--,,hinglish
Meesho ko 28135.11 transfer kiye ICICI card se,28135.11,shopping,card,,icici,hinglish
Arjun to Amazon Pay 2605.22 for dinner split,2605.22,friends,upi,amazonpay,,voice
"Just cleared my broadband, 409 paid on Mastercard",409,utilities,card,,,english
Petrol 1889 at Yatra.,1889,travel,unknown,,,english
aaj Myntra order 9729 debit hua Mobikwik se,9729,shopping,upi,None,,voice
Lenskart bill payment 7253.24 via PhonePe,7253.24,shopping,upi,phonepe,,ocr_receipt
"coaching ko 24314.55 bheje, cash diya",24314.55,education,cash,,,hinglish
Added 7859 to index fund from my savings.,7859,investment,unknown,,,english
coaching ki book 20460.49 ki li bhim se,20460.49,education,upi,bhim,,voice
roommate for movie tickets 3930 Google Pay,3930,friends,Upi,gpay,,ocr_receipt
8445.66 deducted for Myntra on Phone Pe,8445.66,shopping,upi,phonepe,,ocr_upi
Recharged doctor app with 11514 via CRED.,11514,healthcare,upi,cred,,english
Medical bill of 3582 at checkup via bhim,3582,healthcare,upi,bhim,,ocr_upi
aaj Pizza Hut pe order kiya 352 Amazon Pay se,352,food,upi,amazonpay,,voice
7318 sent to sister using amazon pay,7318,friends,upi,--,,ocr_receipt
Spotify premium 1578 auto-debit bhim,1578,entertainment,upi,None,,ocr_receipt
Fees 12904.93 to upGrad by Kotak Mahindra card,12904.93,education,card,,kotak,ocr_receipt
Bought stuff from Myntra for 542 using cash,542,shopping,cash,,,english
course coaching ka advance 3963 dedo,3963,education,unknown,,,hinglish
9372 ki car loan EMI bhari Canara Bank ke through,9372,emi,unknown,,canara,hinglish
Lenskart 14954 credit card se cut gaya Canara,14954,shopping,card,,canara,voice
"   Amazon pe 23159 spend kare, MobiKwik ke saath  ",23159,shopping,upi,mobikwik,,hinglish
"Lenskart order paid, 12471.60 deducted via MobiKwik",12471.60,shopping,upi,mobikwik,,hinglish
2095.19 spent on Zomato Gold subscription cash,2095.19,entertainment,cash,,,ocr_receipt
PPF monthly contribution of 21712.44 by BHIM.,21712.44,shopping,upi,bhim,,english
mobikwik payment of 207 to Box8 successful,207,food,upi,null,,ocr_upi
EMI ki installment 35689 de di credit card se,35689,emi,Card,,,english
tuition subscription renew kiya 14455.37 ka,14455.37,education,unknown,,,hinglish
Ananya se 2292 wapas liya cash mein,2292,friends,cash,,,hinglish
home loan EMI 17810.37 paid via Visa from Niyo,17810.37,emi,card,,niyo,ocr_receipt
eye clinic payment 17663 via phonepe,17663,healthcare,upi,phonepe,,ocr_receipt
personal loan EMI ka 8395 AmazonPay se diya,8395,emi,upi,amazonpay,,hinglish
paid 216.76 to Hotstar via cash,216.76,entertainment,cash,,,voice
13690.72 spent on Bewakoof via cash,13690.72,shopping,cash,,,ocr_upi
aaj restaurant pe order kiya 2474 PayTM se,2474,food,upi,paytm,,voice
  Google Pay se credit card EMI ka 26852 bheja   ,26852,emi,upi,gpay,,english
gas bill pe 2416 spend kiya using credit card,2416,utilities,card,,,hinglish
"1033 debit hua Hotstar ke liye, payment method cash",1033,entertainment,card,,,hinglish
   PVR subscription 2783 dedo using Paytm  ,2783,entertainment,upi,paytm,,voice
bike loan EMI ka installment 16498.67 clear kardia Mastercard pe,16498.67,emi,Card,,,hinglish
   Apple Music ke liye 2867 ka payment gpay se kiya   ,2867,entertainment,upi,None,,hinglish
Cleartrip 251.68 paid by cash,251.68,travel,cash,,,ocr_receipt
bhai movie ticket ke liye 408 cash se book kiya Steam pe,408,entertainment,cash,,,hinglish
  aaj Karan se paise liye 6110.00 in cash  ,6110.00,friends,cash,,,voice
Deducted 38548 for car loan EMI from Niyo account,38548,emi,unknown,,niyo,english
Made wifi bill payment of 2555 via PhonePe,2555,utilities,upi,phonepe,,english
2491 Indian Oil ko de diye cash mein,2491,travel,cash,,,hinglish
aaj stocks ka SIP 15439 pay kiya amazon pay se,15439,investment,upi,amazonpay,,voice
Myntra 29022.72 Amazon Pay,29022.72,shopping,upi,amazonpay,,ocr_receipt
car loan EMI payment of 14844 by Visa,14844,emi,CARD,,,ocr_receipt
Uber par 4234 spend via paytm from Union Bank,4234,travel,upi,paytm,union bank,ocr_upi
   Spent 18273 on a quick Myntra order with BHIM   ,18273,shopping,upi,bhim,,english
3759.44 for broadband using paytm card,3759.44,utilities,upi,paytm,,english
Paid 14889 at Air India via credit card,14889,travel,card,,,ocr_receipt
Spent 387 on concert with cash,387,entertainment,cash,,,ocr_upi
tuition course ke liye 57706 MobiKwik kiya,57706,education,upi,mobikwik,,voice
IndiGo ke ticket ke liye 9779 pay kiya bhim pe,9779,travel,upi,bhim,,hinglish
bhai Priya ko cash diya 2813.24 wapas,2813.24,friends,cash,,,voice
Debited 6995 for car loan EMI via Visa,6995,investment,card,,,ocr_upi
"Books ke liye 6703 ka kharcha, Visa se",6703,education,card,,,hinglish
   Movie at SonyLIV 1727.50 with cash   ,1727.50,entertainment,cash,,,english
Netmeds ka payment 21914 AmazonPay se diya,21914,healthcare,upi,amazonpay,,hinglish
Sent 424 for broadband by bhim from IndusInd,424,nan,upi,bhim,indusind,english
2169 spent on Zomato Gold subscription GPay,2169,entertainment,upi,gpay,,ocr_receipt
Money sent to Arjun for 1734 via Google Pay.,1734,friends,upi,gpay,,ocr_upi
SonyLIV ke liye 1606 cash se,1606,entertainment,cash,,,ocr_upi
maintenance ka 3943 ka bill auto-debit ho gaya AmazonPay se,3943,utilities,upi,amazonpay,,hinglish
Petrol 9833 at Air India.,9833,travel,unknown,,,english
Khana Pizza Hut 1308 paid by PhonePe,1308,food,upi,phonepe,,ocr_upi
rent pe 4117 spend kiya using Phone Pe,4117,utilities,upi,phonepe,,hinglish
"9307.47 repaid to Karan for the book, used Mobikwik",9307.47,friends,Upi,mobikwik,,english
  mutual fund SIP ke liye 41248 ka kharcha CRED se kiya   ,41248,investment,upi,cred,,hinglish
1814.23 for SonyLIV via amazon pay from Federal Bank,--,entertainment,upi,amazonpay,federal bank,english
26193 Angel One mein daal diye Mastercard pe,0.01,investment,card,,,hinglish
electricity bill for 162.93 using debit card from Slice,162.93,utilities,card,,slice,english
NPS ke liye 27543 ka SIP cash se diya,27543,investment,cash,,,hinglish
"Sneha ne 6312 maanga tha, wapas kiya BHIM pe",6312,friends,upi,bhim,,hinglish
"1560 udd gaya food court pe khane mein, cash diya",1560,nan,cash,,,hinglish
IRCTC ke liye 14051 ka payment Google Pay se,14051,travel,upi,gpay,,ocr_upi
books coaching ka advance 36154 dedo,36154,education,unknown,,,hinglish
Jio recharge 2510 deducted by for bill,2510,utilities,unknown,,,voice
  Medical bill of 21560 at MedPlus via cash ,21560,healthcare,cash,,,ocr_upi
2355 deducted for PVR subscription,2355,entertainment,unknown,,,english
   Snacks BigBasket 1446.72 GPay  ,1446.72,food,upi,gpay,,ocr_upi
Amazon shopping ke liye 28445 ka payment debit card se,28445,shopping,card,,,hinglish
Payment of 24014 to bike loan EMI successful on Visa,24014,None,CARD,,,ocr_upi
"Goibibo flight booking 6785.88, paid by debit card.",6785.88,travel,card,,,english
IndiGo me 5079 ka payment ho gaya cash se,5079,travel,cash,,,voice
Booked books course for 53569 with BHIM,53569,education,upi,bhim,,english
"Yaar, Subway ka bill 454 aaya, cash se clear kiya",454,food,cash,,,hinglish
"   bike loan EMI due cleared, 23774.40 from MobiKwik   ",23774.40,shopping,upi,mobikwik,,english
3117 invested in Groww today.,3117,investment,unknown,,,english
DTH recharge for 1198 using cash from ICICI Bank,1198,utilities,cash,,icici,english
UPI payment to SonyLIV for 810 via credit card,810,entertainment,card,,,ocr_upi
coaching fees 13536 diya cred se,13536,education,upi,cred,,voice
main 18365.12 doctor ko gpay se de diya,18365.12,healthcare,upi,gpay,,voice
Angel One ke liye 8481 ka SIP Mobikwik se diya,8481,investment,upi,--,,hinglish
IRCTC ki app se 2838.18 ka ticket liya debit card se,2838.18,travel,CARD,,,hinglish
Paid 4757 for DTH recharge through bhim,4757,utilities,upi,null,,english
Zomato bill paid 1517.11 via AmazonPay,1517.11,food,upi,amazonpay,,english
"Books ke liye 31326.13 ka kharcha, Mobikwik se",31326.13,education,upi,mobikwik,,hinglish
concert movie tickets 144 GPay,144,entertainment,upi,gpay,,english
INOX bill paid 2937 cred,2937,entertainment,upi,--,,ocr_upi
electronics store bill paid: 6684.58 via cash,6684.58,shopping,cash,,,ocr_upi
maintenance payment of 3908 using Niyo MobiKwik,3908,utilities,upi,mobikwik,niyo,ocr_receipt
electricity bill ( 619 ) paid through PhonePe,619,utilities,upi,phonepe,,ocr_upi
Uber ki app se 4881 ka ticket liya cred se,4881,travel,upi,cred,,hinglish
Airtel recharge for 3472.99 using Google Pay from HDFC,3472.99,utilities,upi,gpay,hdfc,english
phonepe se mobile recharge ka 4242 bhar diya,4242,utilities,upi,None,,voice
DTH recharge recharge 4551 kiya Mobikwik pe,4551,utilities,upi,mobikwik,,voice
3606.15 sent to friend using amazon pay,3606.15,friends,upi,amazonpay,,ocr_receipt
coaching ki book 8896.89 ki li Mastercard se,8896.89,education,card,,,voice
